id,name,icon,day_times_limit,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,battle_pttid,battle_drop_pttid,show_win_conditions,plot_pttid,huanzhuang_pttid,desc,sweep_conditions.conditions.type,sweep_conditions.conditions.arg
63,第五关,icon/touxiang/touxiang_lixiaoran,99,PASS_ADVENTURE,62,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,34,6,1,,,,,
64,第六关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,63,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50006,8,ADD_ITEM,5010,3,,,,,7,即将面见圣上，可得好好准备。,,
65,第七关,icon/touxiang/touxiang_gonggong,,PASS_ADVENTURE,64,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,
66,第八关,icon/touxiang/touxiang_taijian,99,PASS_ADVENTURE,65,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,35,6,1,,,,,
67,第九关,icon/touxiang/touxiang_taijian,99,PASS_ADVENTURE,66,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,36,6,1,,,,,
68,第十关,icon/touxiang/touxiang_taijian,99,PASS_ADVENTURE,67,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,37,6,1,,,,,
69,第十一关,icon/touxiang/touxiang_taijian,10,PASS_ADVENTURE,68,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,5004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,38,106,1,,,,,
70,第十二关,icon/touxiang/touxiang_lixiaoran,,PASS_ADVENTURE,69,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_EQUIPMENT,2156,2,,,TRIGGER_FEIGE,7,,,,ADD_FEIGE_CHUANWEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,
71,第一关,icon/touxiang/touxiang_qiangdao,,PASS_ADVENTURE,70,,LEVEL_GE,28,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_FEIGE_CHUANWEN,6,,,,TRIGGER_MAJOR_CITY_BUBBLE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,
72,第二关,icon/touxiang/touxiang_qiangdao,99,PASS_ADVENTURE,71,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,39,7,1,,,,,
73,第三关,icon/touxiang/touxiang_qiangdao,99,PASS_ADVENTURE,72,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,40,7,1,,,,,
74,第四关,icon/touxiang/touxiang_qiangdao,99,PASS_ADVENTURE,73,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,40,3,,,TRIGGER_FEIGE,8,10008,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,41,7,1,,,,,
75,第五关,icon/touxiang/touxiang_qiangdao,99,PASS_ADVENTURE,74,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,42,7,1,,,,,
76,第六关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,75,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,
77,第七关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,76,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50010,8,ADD_ITEM,5010,3,,,,,8,解决了一桩大麻烦，不如先沐浴更衣，放松一下。,,
78,第八关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,77,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,TRIGGER_FEIGE,9,10009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,,,,
79,第九关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,78,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_EQUIPMENT,2151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,43,7,1,,,,,
80,第十关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,79,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,5000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,44,7,1,,,,,
81,第十一关,icon/touxiang/touxiang_shibin,10,PASS_ADVENTURE,80,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_EQUIPMENT,2152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,45,107,1,,,,,
82,第十二关,icon/touxiang/touxiang_shibin,,PASS_ADVENTURE,81,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_EQUIPMENT,2153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,,,,
83,第一关,icon/touxiang/touxiang_liumang,,PASS_ADVENTURE,82,,LEVEL_GE,30,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,
84,第二关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,83,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50014,8,ADD_ITEM,5010,3,,,,,9,这次的夜行，需要比上一次更加隐蔽才行。,,
85,第三关,icon/touxiang/touxiang_liumang,,PASS_ADVENTURE,84,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,,,,
86,第四关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,85,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,46,8,1,,,,,
87,第五关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,86,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,47,8,1,,,,,
88,第六关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,87,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,48,8,1,,,,,
89,第七关,icon/touxiang/touxiang_heiyiren,99,PASS_ADVENTURE,88,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,49,8,1,,,,,
90,第八关,icon/touxiang/touxiang_heiyiren,99,PASS_ADVENTURE,89,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,50,8,1,,,,,
91,第九关,icon/touxiang/touxiang_heiyiren,99,PASS_ADVENTURE,90,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,5000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,51,8,1,,,,,
92,第十关,icon/touxiang/touxiang_heiyiren,10,PASS_ADVENTURE,91,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,5001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,52,108,1,,,,,
93,第十一关,icon/touxiang/touxiang_heiyiren,,PASS_ADVENTURE,92,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,,,,
94,第十二关,icon/touxiang/touxiang_heiyiren,,PASS_ADVENTURE,93,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5004,1,,,TRIGGER_FEIGE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,,,,
95,第一关,icon/touxiang/touxiang_lichangle,,PASS_ADVENTURE,94,,LEVEL_GE,33,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,
96,第二关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,95,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,53,9,1,,,,,
97,第三关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,96,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,54,9,1,,,,,
98,第四关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,97,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,55,9,1,,,,,
99,第五关,icon/touxiang/touxiang_lichangle,99,PASS_ADVENTURE,98,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,56,9,1,,,,,
100,第六关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,99,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50004,35,ADD_ITEM,5010,3,,,,,10,火树银花合，星桥铁锁开。灯树千光照，明月逐人来。,,
101,第七关,icon/touxiang/touxiang_liminfeng,,PASS_ADVENTURE,100,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,,,,
102,第八关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,101,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,57,9,1,,,,,
103,第九关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,102,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,58,9,1,,,,,
104,第十关,icon/touxiang/touxiang_qiangbing,99,PASS_ADVENTURE,103,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,59,9,1,,,,,
105,第十一关,icon/touxiang/touxiang_qiangbing,10,PASS_ADVENTURE,104,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,60,109,1,,,,,
106,第十二关,icon/touxiang/touxiang_liminfeng,,PASS_ADVENTURE,105,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,,,,
107,第一关,icon/touxiang/touxiang_liminfeng,,PASS_ADVENTURE,106,,LEVEL_GE,35,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,,,,
108,第二关,icon/touxiang/touxiang_liminfeng,,PASS_ADVENTURE,107,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,,,,
109,第三关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,108,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50008,35,ADD_ITEM,5010,3,,,,,11,有丽人、步依修竹，萧然态若游龙。,,
110,第四关,icon/touxiang/touxiang_jiading,99,PASS_ADVENTURE,109,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,61,10,1,,,,,
111,第五关,icon/touxiang/touxiang_shibin,99,PASS_ADVENTURE,110,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,62,10,1,,,,,
112,第六关,icon/touxiang/touxiang_liminfeng,99,PASS_ADVENTURE,111,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,63,10,1,,,,,
113,第七关,icon/touxiang/touxiang_jiading,99,PASS_ADVENTURE,112,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,64,10,1,,,,,
114,第八关,icon/touxiang/touxiang_jiading,99,PASS_ADVENTURE,113,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,65,10,1,,,,,
115,第九关,icon/touxiang/touxiang_jiading,99,PASS_ADVENTURE,114,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,66,10,1,,,,,
116,第十关,icon/touxiang/touxiang_chiyunrou,10,PASS_ADVENTURE,115,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,67,110,1,,,,,
117,第十一关,icon/touxiang/touxiang_chiyunrou,,PASS_ADVENTURE,116,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,,,,
118,第十二关,icon/touxiang/touxiang_chiyunrou,,PASS_ADVENTURE,117,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5004,1,,,TRIGGER_FEIGE,14,10014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,
119,第一关,icon/touxiang/touxiang_liumang,,PASS_ADVENTURE,118,,LEVEL_GE,38,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,,,,
120,第二关,icon/touxiang/touxiang_baizhi,,PASS_ADVENTURE,119,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,ADD_ITEM,5009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_ITEM,50012,35,ADD_ITEM,5010,3,,,,,12,日出江花红胜火，春来江水绿如蓝。,,
121,第三关,icon/touxiang/touxiang_liumang,,PASS_ADVENTURE,120,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,,,,
122,第四关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,121,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,68,11,1,,,,,
123,第五关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,122,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,69,11,1,,,,,
124,第六关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,123,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,70,11,1,,,,,
125,第七关,icon/touxiang/touxiang_liumang,99,PASS_ADVENTURE,124,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,71,11,1,,,,,
126,第八关,icon/touxiang/touxiang_daoke,,PASS_ADVENTURE,125,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_RESOURCE,EXP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,,,,
127,第九关,icon/touxiang/touxiang_daoke,99,PASS_ADVENTURE,126,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,72,11,1,,,,,
128,第十关,icon/touxiang/touxiang_daoke,99,PASS_ADVENTURE,127,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,73,11,1,,,,,
129,第十一关,icon/touxiang/touxiang_daoke,10,PASS_ADVENTURE,128,,,,,COST_RESOURCE,POWER,5,,,,ADD_RESOURCE,TIAN_SHU_MO,5,,,ADD_ITEM,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,1000,ADD_RESOURCE,EXP,50,ADD_RESOURCE,ACTOR_EXP,200,,,,,,,74,111,1,,,,,
