id,delay,content,responses.content,responses.next_messages,responses.content,responses.next_messages,responses.content,responses.next_messages
155,1.5,怎么还称呼我殿下？总感觉和你似曾相识，仿佛我们已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,156,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,157,,
156,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
157,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
158,1.5,你没事我就安心了。不用叫我高阳王，更不用叫我殿下，叫我拓跋浚吧。,殿下，您说笑了。您是我的救命恩人，更是高阳王，怎可对您直呼名讳……,159,自幼习得长幼尊卑之别，怎可直呼殿下名讳？何况还是我的救命恩人……,169,我很乐意。可是，这若是被别人知道了……,179
159,1.5,可我觉得高阳王，殿下这些称呼，很疏离，我不喜欢。#我们这般有缘，我希望你能把我当做朋友，不知可否？,虽然你救了我，可你我毕竟只是第一次相见，在下惶恐……,160,我有些好奇，你是如何知道我的身份的？我进到李府还不到一日。,163,殿下果然潇洒！能与殿下结识，我也很开心。,166
160,1.5,可是看到你，我就感觉很熟悉，仿佛我们曾见过面，或是已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,161,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,162,,
161,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
162,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
163,1.5,总感觉和你似曾相识，始终挂怀，而你这般容貌，很容易就打听到了。#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,164,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,165,,
164,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
165,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
166,1.5,怎么还称呼我殿下？总感觉和你似曾相识，仿佛我们已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,167,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,168,,
167,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
168,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
169,1.5,可我觉得高阳王，殿下这些称呼，很疏离，我不喜欢。#你既然这般尊重我，何不听从我的建议呢？希望你能把我当朋友。,虽然你救了我，可你我毕竟只是第一次相见，在下惶恐……,170,我有些好奇，你是如何知道我的身份的？我进到李府还不到一日。,173,殿下果然潇洒！能与殿下结识，我也很开心。,176
170,1.5,可是看到你，我就感觉很熟悉，仿佛我们曾见过面，或是已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,171,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,172,,
171,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
172,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
173,1.5,总感觉和你似曾相识，始终挂怀，而你这般容貌，很容易就打听到了。#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,174,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,175,,
174,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
175,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
176,1.5,怎么还称呼我殿下？总感觉和你似曾相识，仿佛我们已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,177,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,178,,
177,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
178,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
179,1.5,你这是答应了吗？果然我没有看错，你并非凡俗之子。#我很开心，有这般缘分，认识你。而他人怎样，又与我们何干？,虽然你救了我，可你我毕竟只是第一次相见，在下惶恐……,180,我有些好奇，你是如何知道我的身份的？我进到李府还不到一日。,183,殿下果然潇洒！能与殿下结识，我也很开心。,186
180,1.5,可是看到你，我就感觉很熟悉，仿佛我们曾见过面，或是已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,181,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,182,,
181,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
182,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
183,1.5,总感觉和你似曾相识，始终挂怀，而你这般容貌，很容易就打听到了。#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,184,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,185,,
184,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
185,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
186,1.5,怎么还称呼我殿下？总感觉和你似曾相识，仿佛我们已经认识很久了……#你若是不嫌弃，交个朋友吧！不是和高阳王，而是和拓跋浚。,好的……嗯……拓跋浚，谢谢你，很高兴认识你。,187,真的可以和殿下做朋友吗？殿下莫不是在调笑于我？,188,,
187,1.5,我也是，很高兴认识你，我以后会经常和二少爷联络的。,,,,,,
188,1.5,哈哈，我会再传书于你，望能收到你的回信。,,,,,,
189,1.5,哼，你这么一个庶出，居然敢如此欺负与我，也不看看我主子是谁！,打狗倒是要看主人，可你是狗吗？,190,你是春茗？可莫要贼喊捉贼了。,194,我只想过安生日子，往后我们井水不犯河水。,198
190,1.5,你！口出狂言，真是没有教养！,我可不屑于你争斗，劝你还是作罢。,191,那这你这个城里人的丫鬟，打算怎么对付我呢？,192,人不犯我我不犯人，劝你好自为之。,193
191,1.5,我偏不要听你，我也劝你一句，可莫要太嚣张，我们走着瞧。,,,,,,
192,1.5,你可莫要太嚣张，我们走着瞧。,,,,,,
193,1.5,我偏不要听你，我也劝你一句，可莫要太嚣张，我们走着瞧。,,,,,,
194,1.5,口出狂言，真是没有教养！,我可不屑于你争斗，劝你还是作罢。,195,那这你这个城里人的丫鬟，打算怎么对付我呢？,196,人不犯我我不犯人，劝你好自为之。,197
195,1.5,我偏不要听你，我也劝你一句，可莫要太嚣张，我们走着瞧。,,,,,,
196,1.5,你可莫要太嚣张，我们走着瞧。,,,,,,
197,1.5,我偏不要听你，我也劝你一句，可莫要太嚣张，我们走着瞧。,,,,,,
198,1.5,哼，你想得倒是很美，我可不会放过你的！,我可不屑于你争斗，劝你还是作罢。,199,那这你这个城里人的丫鬟，打算怎么对付我呢？,200,人不犯我我不犯人，劝你好自为之。,201
199,1.5,我偏不要听你，我也劝你一句，可莫要太嚣张，我们走着瞧。,,,,,,
200,1.5,你可莫要太嚣张，我们走着瞧。,,,,,,
201,1.5,我偏不要听你，我也劝你一句，可莫要太嚣张，我们走着瞧。,,,,,,
202,1.5,可是我儿？娘听说你回府了。,可是七姨娘？,203,娘……我已经回府了。,207,我还未去看你，你倒是先写信来了，真是惭愧。,211
203,1.5,我前两日弄伤了手，让手下的丫头写的这封信。#娘没有本事，害你在外受了那么多年的苦。,受伤了，可否严重？,204,我并不记怪娘，娘不要放在心上。,205,如今回来了，我一定要让你过上好日子。,206
204,1.5,不要紧，过些日子应该就好了。你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
205,1.5,我儿竟如此懂事，你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
206,1.5,我儿竟如此懂事，你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
207,1.5,我前两日弄伤了手，让手下的丫头写的这封信。#你大概应该不记得娘了，难免生疏，娘没有本事，害你在外受了那么多年的苦。,受伤了，可否严重？,208,我并不记怪娘，娘不要放在心上。,209,如今回来了，我一定要让你过上好日子。,210
208,1.5,不要紧，过些日子应该就好了。你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
209,1.5,我儿竟如此懂事，你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
210,1.5,我儿竟如此懂事，你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
211,1.5,我前两日弄伤了手，让手下的丫头写的这封信。#你大概应该不记得娘了，难免生疏，娘没有本事，害你在外受了那么多年的苦。,受伤了，可否严重？,212,我并不记怪娘，娘不要放在心上。,213,如今回来了，我一定要让你过上好日子。,214
212,1.5,不要紧，过些日子应该就好了。你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
213,1.5,我儿竟如此懂事，你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
214,1.5,我儿竟如此懂事，你且先适应一下府上的生活吧，娘不着急你来看我。,,,,,,
215,1.5,老二今日真是让老身大开眼界了，有意思。,让你老人家高兴自然是再好不过了。,216,老夫人？怎还劳烦您亲自写信给我呢？,220,都是些小把戏，让老夫人见笑了。,224
216,1.5,现在的孩子们呀，年纪小小的就沉闷的很，倒是你很有股子野劲儿。#今儿没好好赏你，跟我说说你可有什么喜欢的东西？,让你开心本来就是我的本分，怎么能求赏呢？,217,那老夫人觉得我喜欢什么呢？,218,老夫人要赏我东西吗？何德何能……,219
217,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
218,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
219,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
220,1.5,不碍事，你可真是有趣的很。#今儿没好好赏你，跟我说说你可有什么喜欢的东西？,让你开心本来就是我的本分，怎么能求赏呢？,221,那老夫人觉得我喜欢什么呢？,222,老夫人要赏我东西吗？何德何能……,223
221,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
222,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
223,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
224,1.5,现在的孩子们呀，年纪小小的就沉闷的很，倒是你很有股子野劲儿。#今儿没好好赏你，跟我说说你可有什么喜欢的东西？,让你开心本来就是我的本分，怎么能求赏呢？,225,那老夫人觉得我喜欢什么呢？,226,老夫人要赏我东西吗？何德何能……,227
225,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
226,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
227,1.5,我看你今天好像很羡慕长乐拿了那块儿玉。#那玉是皇上赐的，不能随便易人，我再与你寻一块儿送去。,,,,,,
228,1.5,呵，你今日好大的口气？还敢当着父亲的面儿与我叫板。,你说献计一事？盗我计策，你这家贼！,229,我这戏台还没搭好，大姐这戏瘾就犯了？,233,那计策有纰漏，万不能用。,237
229,1.5,盗你计策？哪个瞧见了？,你已经赢了，又何苦写信挖苦于我？,230,无耻也应有个限度！,231,你如此下作的手段，早晚会有报应的。,232
